"IntoGen_cancer_type","gene","class","event","n","class_total","prop"
"pan_cancer","PABPC1","WGD","WT",16,16,1
"pan_cancer","PABPC1","HM","WT",5,5,1
"pan_cancer","PABPC1","Classic","WT",31,31,1
"pan_cancer","PALB2","WGD","WT",20,20,1
"pan_cancer","PALB2","Classic","M",1,1,1
"pan_cancer","PAX5","WGD","WT",16,16,1
"pan_cancer","PAX5","HM","WT",2,2,1
"pan_cancer","PBRM1","WGD","M",5,46,0.108695652173913
"pan_cancer","PBRM1","WGD","WT",41,46,0.891304347826087
"pan_cancer","PBRM1","HM","CNA_driver",1,6,0.166666666666667
"pan_cancer","PBRM1","HM","M",1,6,0.166666666666667
"pan_cancer","PBRM1","HM","WT",4,6,0.666666666666667
"pan_cancer","PBRM1","Classic","CNA_driver",4,26,0.153846153846154
"pan_cancer","PBRM1","Classic","M",18,26,0.692307692307692
"pan_cancer","PBRM1","Classic","WT",4,26,0.153846153846154
"pan_cancer","PCBP1","WGD","WT",1,1,1
"pan_cancer","PCBP1","Classic","WT",1,1,1
"pan_cancer","PCMTD1","Classic","WT",1,1,1
"pan_cancer","PDCD1LG2","WGD","WT",17,17,1
"pan_cancer","PDCD1LG2","HM","WT",3,3,1
"pan_cancer","PDCD1LG2","Classic","WT",3,3,1
"pan_cancer","PDGFRA","WGD","WT",2,2,1
"pan_cancer","PDGFRA","Classic","WT",1,1,1
"pan_cancer","PDS5A","WGD","CI_M",55,55,1
"pan_cancer","PDS5A","HM","CI_M",2,2,1
"pan_cancer","PDS5A","Classic","CI_M",4,4,1
"pan_cancer","PDS5B","WGD","CI_M",50,50,1
"pan_cancer","PDS5B","HM","CI_M",10,10,1
"pan_cancer","PDS5B","Classic","CI_M",7,7,1
"pan_cancer","PEG3","WGD","WT",37,37,1
"pan_cancer","PEG3","Classic","WT",12,12,1
"pan_cancer","PER3","WGD","WT",3,3,1
"pan_cancer","PHF6","Classic","CNA_driver",2,2,1
"pan_cancer","PIK3CA","WGD","CNA_driver",1,140,0.00714285714285714
"pan_cancer","PIK3CA","WGD","M",13,140,0.0928571428571429
"pan_cancer","PIK3CA","WGD","WT",126,140,0.9
"pan_cancer","PIK3CA","HM","CNA_driver",1,38,0.0263157894736842
"pan_cancer","PIK3CA","HM","M",1,38,0.0263157894736842
"pan_cancer","PIK3CA","HM","WT",36,38,0.947368421052632
"pan_cancer","PIK3CA","Classic","M",19,49,0.387755102040816
"pan_cancer","PIK3CA","Classic","WT",30,49,0.612244897959184
"pan_cancer","PIK3CB","WGD","WT",20,20,1
"pan_cancer","PIK3CB","HM","WT",10,10,1
"pan_cancer","PIK3CB","Classic","M",1,6,0.166666666666667
"pan_cancer","PIK3CB","Classic","WT",5,6,0.833333333333333
"pan_cancer","PIK3CD","Classic","M",1,1,1
"pan_cancer","PIK3R1","WGD","M",1,68,0.0147058823529412
"pan_cancer","PIK3R1","WGD","WT",67,68,0.985294117647059
"pan_cancer","PIK3R1","HM","M",1,2,0.5
"pan_cancer","PIK3R1","HM","WT",1,2,0.5
"pan_cancer","PIK3R1","Classic","M",5,7,0.714285714285714
"pan_cancer","PIK3R1","Classic","WT",2,7,0.285714285714286
"pan_cancer","PIM1","WGD","WT",6,6,1
"pan_cancer","PIM1","Classic","WT",13,13,1
"pan_cancer","PLAG1","WGD","WT",9,9,1
"pan_cancer","PLAG1","HM","WT",1,1,1
"pan_cancer","PLAG1","Classic","WT",7,7,1
"pan_cancer","PLCG1","Classic","M",1,1,1
"pan_cancer","PLK1","WGD","CI_M",13,13,1
"pan_cancer","PLK1","Classic","CI_M",5,5,1
"pan_cancer","PLK4","WGD","CI_M",14,14,1
"pan_cancer","PLXNC1","WGD","WT",27,27,1
"pan_cancer","PLXNC1","Classic","WT",1,1,1
"pan_cancer","PMS2","WGD","M",1,20,0.05
"pan_cancer","PMS2","WGD","WT",19,20,0.95
"pan_cancer","PMS2","HM","WT",8,8,1
"pan_cancer","PMS2","Classic","WT",19,19,1
"pan_cancer","POLD1","WGD","WT",31,31,1
"pan_cancer","POLD1","HM","WT",1,1,1
"pan_cancer","POLD1","Classic","CNA_driver",1,3,0.333333333333333
"pan_cancer","POLD1","Classic","WT",2,3,0.666666666666667
"pan_cancer","POLE","WGD","WT",4,4,1
"pan_cancer","POLQ","WGD","CNA_driver",2,24,0.0833333333333333
"pan_cancer","POLQ","WGD","WT",22,24,0.916666666666667
"pan_cancer","POLQ","Classic","WT",1,1,1
"pan_cancer","POLR3E","WGD","M",2,2,1
"pan_cancer","POLR3E","Classic","M",1,1,1
"pan_cancer","POT1","WGD","WT",10,10,1
"pan_cancer","POT1","HM","WT",2,2,1
"pan_cancer","POT1","Classic","WT",8,8,1
"pan_cancer","POU2F2","WGD","WT",5,5,1
"pan_cancer","POU2F2","HM","WT",1,1,1
"pan_cancer","POU2F2","Classic","WT",1,1,1
"pan_cancer","PPARG","Classic","M",1,1,1
"pan_cancer","PPM1D","WGD","CNA_driver",1,9,0.111111111111111
"pan_cancer","PPM1D","WGD","WT",8,9,0.888888888888889
"pan_cancer","PPM1D","HM","WT",3,3,1
"pan_cancer","PPM1D","Classic","WT",7,7,1
"pan_cancer","PPP2R1A","WGD","WT",14,14,1
"pan_cancer","PPP2R1A","Classic","WT",1,1,1
"pan_cancer","PPP3CA","WGD","WT",1,1,1
"pan_cancer","PPP6C","WGD","WT",14,14,1
"pan_cancer","PPP6C","HM","CNA_driver",1,3,0.333333333333333
"pan_cancer","PPP6C","HM","WT",2,3,0.666666666666667
"pan_cancer","PPP6C","Classic","M",2,4,0.5
"pan_cancer","PPP6C","Classic","WT",2,4,0.5
"pan_cancer","PRDM1","WGD","WT",6,6,1
"pan_cancer","PRDM1","Classic","CNA_driver",1,2,0.5
"pan_cancer","PRDM1","Classic","WT",1,2,0.5
"pan_cancer","PRDM2","WGD","WT",29,29,1
"pan_cancer","PRDM2","HM","WT",1,1,1
"pan_cancer","PREX2","WGD","WT",76,76,1
"pan_cancer","PREX2","HM","WT",29,29,1
"pan_cancer","PREX2","Classic","WT",42,42,1
"pan_cancer","PRKAR1A","WGD","WT",3,3,1
"pan_cancer","PRKAR1A","Classic","CNA_driver",1,10,0.1
"pan_cancer","PRKAR1A","Classic","M",3,10,0.3
"pan_cancer","PRKAR1A","Classic","WT",6,10,0.6
"pan_cancer","PRKCB","WGD","WT",10,10,1
"pan_cancer","PRKCB","HM","WT",5,5,1
"pan_cancer","PRKCD","WGD","WT",7,7,1
"pan_cancer","PRKCD","Classic","M",6,8,0.75
"pan_cancer","PRKCD","Classic","WT",2,8,0.25
"pan_cancer","PRKD1","WGD","WT",24,24,1
"pan_cancer","PRKD1","HM","WT",4,4,1
"pan_cancer","PRKD1","Classic","WT",2,2,1
"pan_cancer","PSIP1","WGD","WT",1,1,1
"pan_cancer","PSMD11","Classic","M",1,1,1
"pan_cancer","PTCH1","WGD","WT",28,28,1
"pan_cancer","PTCH1","HM","WT",3,3,1
"pan_cancer","PTCH1","Classic","CNA_driver",1,8,0.125
"pan_cancer","PTCH1","Classic","M",5,8,0.625
"pan_cancer","PTCH1","Classic","WT",2,8,0.25
"pan_cancer","PTDSS1","WGD","M",3,3,1
"pan_cancer","PTDSS1","HM","M",2,2,1
"pan_cancer","PTDSS1","Classic","M",2,2,1
"pan_cancer","PTEN","WGD","CNA_driver",8,139,0.0575539568345324
"pan_cancer","PTEN","WGD","M",3,139,0.0215827338129496
"pan_cancer","PTEN","WGD","WT",128,139,0.920863309352518
"pan_cancer","PTEN","HM","CNA_driver",3,15,0.2
"pan_cancer","PTEN","HM","M",1,15,0.0666666666666667
"pan_cancer","PTEN","HM","WT",11,15,0.733333333333333
"pan_cancer","PTEN","Classic","CNA_driver",18,41,0.439024390243902
"pan_cancer","PTEN","Classic","M",12,41,0.292682926829268
"pan_cancer","PTEN","Classic","WT",11,41,0.268292682926829
"pan_cancer","PTPN11","Classic","WT",10,10,1
"pan_cancer","PTPN13","WGD","WT",2,2,1
"pan_cancer","PTPN3","WGD","WT",46,46,1
"pan_cancer","PTPN3","Classic","WT",5,5,1
"pan_cancer","PTPN6","WGD","WT",26,26,1
"pan_cancer","PTPN6","Classic","WT",1,1,1
"pan_cancer","PTPRB","WGD","WT",46,46,1
"pan_cancer","PTPRB","HM","WT",1,1,1
"pan_cancer","PTPRB","Classic","M",1,3,0.333333333333333
"pan_cancer","PTPRB","Classic","WT",2,3,0.666666666666667
"pan_cancer","PTPRC","WGD","WT",24,24,1
"pan_cancer","PTPRC","HM","WT",6,6,1
"pan_cancer","PTPRC","Classic","WT",55,55,1
"pan_cancer","PTPRD","WGD","WT",98,98,1
"pan_cancer","PTPRD","HM","WT",8,8,1
"pan_cancer","PTPRD","Classic","WT",12,12,1
"pan_cancer","PTPRK","WGD","WT",6,6,1
"pan_cancer","PTPRK","HM","WT",1,1,1
"pan_cancer","PTPRT","WGD","WT",100,100,1
"pan_cancer","PTPRT","HM","WT",18,18,1
"pan_cancer","PTPRT","Classic","WT",30,30,1
"pan_cancer","PWWP2A","WGD","WT",1,1,1
"pan_cancer","QKI","WGD","WT",24,24,1
"pan_cancer","QKI","HM","WT",1,1,1
"pan_cancer","QKI","Classic","CNA_driver",1,2,0.5
"pan_cancer","QKI","Classic","WT",1,2,0.5
"pan_cancer","RAC1","WGD","M",1,10,0.1
"pan_cancer","RAC1","WGD","WT",9,10,0.9
"pan_cancer","RAC1","HM","WT",2,2,1
"pan_cancer","RAC1","Classic","M",1,5,0.2
"pan_cancer","RAC1","Classic","WT",4,5,0.8
"pan_cancer","RAD21","Classic","M",2,3,0.666666666666667
"pan_cancer","RAD21","Classic","WT",1,3,0.333333333333333
"pan_cancer","RAD50","WGD","M",1,1,1
"pan_cancer","RAD50","Classic","M",1,1,1
"pan_cancer","RAD54L","WGD","M",1,1,1
"pan_cancer","RAF1","WGD","WT",1,1,1
"pan_cancer","RAF1","Classic","M",1,1,1
"pan_cancer","RANBP2","WGD","WT",33,33,1
"pan_cancer","RANBP2","HM","WT",5,5,1
"pan_cancer","RANBP2","Classic","WT",2,2,1
"pan_cancer","RAP1B","WGD","WT",4,4,1
"pan_cancer","RAP1GDS1","WGD","WT",3,3,1
"pan_cancer","RASA1","WGD","CNA_driver",1,1,1
"pan_cancer","RASA1","HM","M",1,1,1
"pan_cancer","RASA1","Classic","CNA_driver",1,5,0.2
"pan_cancer","RASA1","Classic","M",2,5,0.4
"pan_cancer","RASA1","Classic","WT",2,5,0.4
"pan_cancer","RASA2","Classic","M",1,1,1
"pan_cancer","RB1","WGD","CNA_driver",18,124,0.145161290322581
"pan_cancer","RB1","WGD","M",11,124,0.0887096774193548
"pan_cancer","RB1","WGD","WT",95,124,0.766129032258065
"pan_cancer","RB1","HM","CNA_driver",4,17,0.235294117647059
"pan_cancer","RB1","HM","M",1,17,0.0588235294117647
"pan_cancer","RB1","HM","WT",12,17,0.705882352941177
"pan_cancer","RB1","Classic","CNA_driver",14,27,0.518518518518518
"pan_cancer","RB1","Classic","M",6,27,0.222222222222222
"pan_cancer","RB1","Classic","WT",7,27,0.259259259259259
"pan_cancer","RBFOX1","WGD","WT",13,13,1
"pan_cancer","RBFOX1","HM","WT",4,4,1
"pan_cancer","RBM10","WGD","CNA_driver",1,1,1
"pan_cancer","RBM10","Classic","CNA_driver",1,1,1
"pan_cancer","RBM15","WGD","WT",3,3,1
"pan_cancer","RBM39","WGD","WT",1,1,1
"pan_cancer","RECQL4","HM","WT",1,1,1
"pan_cancer","RECQL4","Classic","WT",2,2,1
"pan_cancer","RELA","WGD","M",1,2,0.5
"pan_cancer","RELA","WGD","WT",1,2,0.5
"pan_cancer","RELA","HM","M",1,2,0.5
"pan_cancer","RELA","HM","WT",1,2,0.5
"pan_cancer","RET","WGD","WT",20,20,1
"pan_cancer","RFTN1","WGD","M",1,1,1
"pan_cancer","RFTN1","HM","M",2,2,1
"pan_cancer","RFTN1","Classic","M",8,8,1
"pan_cancer","RGPD3","WGD","WT",55,55,1
"pan_cancer","RGPD3","HM","WT",4,4,1
"pan_cancer","RGPD3","Classic","WT",3,3,1
"pan_cancer","RGS7","WGD","WT",27,27,1
"pan_cancer","RGS7","HM","WT",1,1,1
"pan_cancer","RGS7","Classic","WT",20,20,1
"pan_cancer","RHOA","WGD","WT",30,30,1
"pan_cancer","RHOA","HM","WT",1,1,1
"pan_cancer","RHOA","Classic","M",3,10,0.3
"pan_cancer","RHOA","Classic","WT",7,10,0.7
"pan_cancer","RHPN2","WGD","WT",21,21,1
"pan_cancer","RHPN2","Classic","WT",2,2,1
"pan_cancer","RIPK4","WGD","M",2,2,1
"pan_cancer","RIPK4","HM","M",1,1,1
"pan_cancer","RIPK4","Classic","M",1,1,1
"pan_cancer","RNF213","WGD","WT",44,44,1
"pan_cancer","RNF213","HM","WT",10,10,1
"pan_cancer","RNF213","Classic","WT",11,11,1
"pan_cancer","RNF34","WGD","M",1,1,1
"pan_cancer","RNF34","HM","M",1,1,1
"pan_cancer","RNF34","Classic","M",2,2,1
"pan_cancer","RNF43","WGD","M",1,93,0.010752688172043
"pan_cancer","RNF43","WGD","WT",92,93,0.989247311827957
"pan_cancer","RNF43","HM","WT",14,14,1
"pan_cancer","RNF43","Classic","CNA_driver",1,20,0.05
"pan_cancer","RNF43","Classic","M",5,20,0.25
"pan_cancer","RNF43","Classic","WT",14,20,0.7
"pan_cancer","RNF6","HM","CNA_driver",1,1,1
"pan_cancer","ROBO2","WGD","WT",82,82,1
"pan_cancer","ROBO2","HM","WT",14,14,1
"pan_cancer","ROBO2","Classic","WT",10,10,1
"pan_cancer","ROS1","WGD","WT",62,62,1
"pan_cancer","ROS1","HM","WT",6,6,1
"pan_cancer","ROS1","Classic","WT",4,4,1
"pan_cancer","RPL22","WGD","WT",28,28,1
"pan_cancer","RPL22","HM","WT",2,2,1
"pan_cancer","RPL22","Classic","M",2,2,1
"pan_cancer","RPL5","WGD","M",1,31,0.032258064516129
"pan_cancer","RPL5","WGD","WT",30,31,0.967741935483871
"pan_cancer","RPL5","Classic","WT",3,3,1
"pan_cancer","RRAGC","WGD","M",1,8,0.125
"pan_cancer","RRAGC","WGD","WT",7,8,0.875
"pan_cancer","RRAGC","Classic","M",6,10,0.6
"pan_cancer","RRAGC","Classic","WT",4,10,0.4
"pan_cancer","RRAS2","WGD","WT",1,1,1
"pan_cancer","RRAS2","HM","M",1,1,1
"pan_cancer","RSPO2","Classic","WT",3,3,1
"pan_cancer","RTN4","WGD","M",2,2,1
"pan_cancer","RUNX1","WGD","CNA_driver",1,14,0.0714285714285714
"pan_cancer","RUNX1","WGD","WT",13,14,0.928571428571429
"pan_cancer","RUNX1","Classic","WT",2,2,1
"pan_cancer","RUNX1T1","WGD","WT",36,36,1
"pan_cancer","RUNX1T1","HM","WT",14,14,1
"pan_cancer","RUNX1T1","Classic","WT",37,37,1
"pan_cancer","RXRA","WGD","WT",2,2,1
"pan_cancer","SDHA","WGD","WT",17,17,1
"pan_cancer","SDHA","HM","WT",5,5,1
"pan_cancer","SDHA","Classic","WT",7,7,1
"pan_cancer","SDHB","Classic","M",1,1,1
"pan_cancer","SETD1B","WGD","WT",79,79,1
"pan_cancer","SETD1B","HM","WT",3,3,1
"pan_cancer","SETD1B","Classic","WT",11,11,1
"pan_cancer","SETD2","WGD","M",4,148,0.027027027027027
"pan_cancer","SETD2","WGD","WT",144,148,0.972972972972973
"pan_cancer","SETD2","HM","M",2,12,0.166666666666667
"pan_cancer","SETD2","HM","WT",10,12,0.833333333333333
"pan_cancer","SETD2","Classic","CNA_driver",2,24,0.0833333333333333
"pan_cancer","SETD2","Classic","M",9,24,0.375
"pan_cancer","SETD2","Classic","WT",13,24,0.541666666666667
"pan_cancer","SETDB1","WGD","M",3,53,0.0566037735849057
"pan_cancer","SETDB1","WGD","WT",50,53,0.943396226415094
"pan_cancer","SETDB1","HM","M",1,7,0.142857142857143
"pan_cancer","SETDB1","HM","WT",6,7,0.857142857142857
"pan_cancer","SETDB1","Classic","M",3,93,0.032258064516129
"pan_cancer","SETDB1","Classic","WT",90,93,0.967741935483871
"pan_cancer","SF3B1","WGD","M",1,124,0.00806451612903226
"pan_cancer","SF3B1","WGD","WT",123,124,0.991935483870968
"pan_cancer","SF3B1","HM","M",1,15,0.0666666666666667
"pan_cancer","SF3B1","HM","WT",14,15,0.933333333333333
"pan_cancer","SF3B1","Classic","M",5,18,0.277777777777778
"pan_cancer","SF3B1","Classic","WT",13,18,0.722222222222222
"pan_cancer","SF3B3","Classic","M",1,1,1
"pan_cancer","SGK1","WGD","WT",7,7,1
"pan_cancer","SGK1","HM","M",1,1,1
"pan_cancer","SGK1","Classic","M",4,5,0.8
"pan_cancer","SGK1","Classic","WT",1,5,0.2
"pan_cancer","SIN3A","WGD","WT",6,6,1
"pan_cancer","SIN3A","HM","WT",2,2,1
"pan_cancer","SIN3A","Classic","WT",3,3,1
"pan_cancer","SLC34A2","WGD","WT",1,1,1
"pan_cancer","SMAD2","HM","CNA_driver",1,1,1
"pan_cancer","SMAD2","Classic","M",1,1,1
"pan_cancer","SMAD3","WGD","WT",39,39,1
"pan_cancer","SMAD3","HM","WT",1,1,1
"pan_cancer","SMAD3","Classic","WT",13,13,1
"pan_cancer","SMAD4","WGD","CNA_driver",14,78,0.179487179487179
"pan_cancer","SMAD4","WGD","M",14,78,0.179487179487179
"pan_cancer","SMAD4","WGD","WT",50,78,0.641025641025641
"pan_cancer","SMAD4","HM","CNA_driver",3,13,0.230769230769231
"pan_cancer","SMAD4","HM","M",4,13,0.307692307692308
"pan_cancer","SMAD4","HM","WT",6,13,0.461538461538462
"pan_cancer","SMAD4","Classic","CNA_driver",23,58,0.396551724137931
"pan_cancer","SMAD4","Classic","M",31,58,0.53448275862069
"pan_cancer","SMAD4","Classic","WT",4,58,0.0689655172413793
"pan_cancer","SMARCA4","WGD","CNA_driver",1,109,0.00917431192660551
"pan_cancer","SMARCA4","WGD","M",3,109,0.0275229357798165
"pan_cancer","SMARCA4","WGD","WT",105,109,0.963302752293578
"pan_cancer","SMARCA4","HM","M",1,8,0.125
"pan_cancer","SMARCA4","HM","WT",7,8,0.875
"pan_cancer","SMARCA4","Classic","CNA_driver",1,16,0.0625
"pan_cancer","SMARCA4","Classic","M",5,16,0.3125
"pan_cancer","SMARCA4","Classic","WT",10,16,0.625
"pan_cancer","SMARCB1","WGD","WT",8,8,1
"pan_cancer","SMARCB1","HM","WT",2,2,1
"pan_cancer","SMARCB1","Classic","WT",1,1,1
"pan_cancer","SMARCD1","WGD","WT",20,20,1
"pan_cancer","SMARCD1","Classic","WT",3,3,1
"pan_cancer","SMC3","WGD","CI_M",18,18,1
"pan_cancer","SMC3","HM","CI_M",3,3,1
"pan_cancer","SMO","WGD","M",2,25,0.08
"pan_cancer","SMO","WGD","WT",23,25,0.92
"pan_cancer","SMO","HM","M",1,8,0.125
"pan_cancer","SMO","HM","WT",7,8,0.875
"pan_cancer","SMO","Classic","M",1,29,0.0344827586206897
"pan_cancer","SMO","Classic","WT",28,29,0.96551724137931
"pan_cancer","SNX29","WGD","WT",1,1,1
"pan_cancer","SOCS1","WGD","WT",7,7,1
"pan_cancer","SOCS1","HM","WT",1,1,1
"pan_cancer","SOCS1","Classic","CNA_driver",1,10,0.1
"pan_cancer","SOCS1","Classic","WT",9,10,0.9
"pan_cancer","SOS1","WGD","WT",1,1,1
"pan_cancer","SOX17","WGD","WT",1,1,1
"pan_cancer","SOX21","WGD","WT",13,13,1
"pan_cancer","SOX9","Classic","CNA_driver",1,2,0.5
"pan_cancer","SOX9","Classic","M",1,2,0.5
"pan_cancer","SPEN","WGD","WT",44,44,1
"pan_cancer","SPEN","HM","WT",6,6,1
"pan_cancer","SPEN","Classic","WT",1,1,1
"pan_cancer","SPOP","WGD","M",1,24,0.0416666666666667
"pan_cancer","SPOP","WGD","WT",23,24,0.958333333333333
"pan_cancer","SPOP","HM","M",1,4,0.25
"pan_cancer","SPOP","HM","WT",3,4,0.75
"pan_cancer","SPOP","Classic","M",3,8,0.375
"pan_cancer","SPOP","Classic","WT",5,8,0.625
"pan_cancer","SRSF2","WGD","M",1,1,1
"pan_cancer","SRSF7","WGD","M",1,1,1
"pan_cancer","STAG1","WGD","CI_M",152,152,1
"pan_cancer","STAG1","HM","CI_M",23,23,1
"pan_cancer","STAG1","Classic","CI_M",17,17,1
"pan_cancer","STAT3","WGD","WT",4,4,1
"pan_cancer","STAT3","HM","M",2,2,1
"pan_cancer","STAT3","Classic","M",4,7,0.571428571428571
"pan_cancer","STAT3","Classic","WT",3,7,0.428571428571429
"pan_cancer","STAT5B","WGD","WT",15,15,1
"pan_cancer","STAT5B","HM","WT",2,2,1
"pan_cancer","STAT5B","Classic","WT",1,1,1
"pan_cancer","STAT6","WGD","M",1,5,0.2
"pan_cancer","STAT6","WGD","WT",4,5,0.8
"pan_cancer","STAT6","HM","WT",3,3,1
"pan_cancer","STAT6","Classic","M",8,16,0.5
"pan_cancer","STAT6","Classic","WT",8,16,0.5
"pan_cancer","STK11","WGD","M",2,3,0.666666666666667
"pan_cancer","STK11","WGD","WT",1,3,0.333333333333333
"pan_cancer","STK11","Classic","M",1,1,1
"pan_cancer","SUFU","Classic","CNA_driver",1,2,0.5
"pan_cancer","SUFU","Classic","WT",1,2,0.5
"pan_cancer","SUZ12","WGD","WT",22,22,1
"pan_cancer","TAF15","WGD","WT",2,2,1
"pan_cancer","TAF1L","Classic","WT",1,1,1
"pan_cancer","TAL1","WGD","WT",29,29,1
"pan_cancer","TAL1","HM","WT",1,1,1
"pan_cancer","TAL1","Classic","WT",3,3,1
"pan_cancer","TBL1XR1","WGD","WT",17,17,1
"pan_cancer","TBL1XR1","HM","M",1,3,0.333333333333333
"pan_cancer","TBL1XR1","HM","WT",2,3,0.666666666666667
"pan_cancer","TBL1XR1","Classic","M",5,15,0.333333333333333
"pan_cancer","TBL1XR1","Classic","WT",10,15,0.666666666666667
"pan_cancer","TBR1","WGD","M",1,1,1
"pan_cancer","TBR1","Classic","M",2,2,1
"pan_cancer","TBX3","WGD","WT",15,15,1
"pan_cancer","TBX3","Classic","M",2,5,0.4
"pan_cancer","TBX3","Classic","WT",3,5,0.6
"pan_cancer","TCF4","WGD","M",1,5,0.2
"pan_cancer","TCF4","WGD","WT",4,5,0.8
"pan_cancer","TCF4","HM","WT",1,1,1
"pan_cancer","TCF4","Classic","M",1,3,0.333333333333333
"pan_cancer","TCF4","Classic","WT",2,3,0.666666666666667
"pan_cancer","TCF7L2","WGD","WT",22,22,1
"pan_cancer","TCF7L2","HM","WT",3,3,1
"pan_cancer","TCF7L2","Classic","WT",4,4,1
"pan_cancer","TERT","WGD","CNA_driver",3,12,0.25
"pan_cancer","TERT","WGD","M",9,12,0.75
"pan_cancer","TERT","HM","M",4,4,1
"pan_cancer","TERT","Classic","M",15,15,1
"pan_cancer","TET1","WGD","WT",31,31,1
"pan_cancer","TET1","HM","WT",4,4,1
"pan_cancer","TET1","Classic","WT",4,4,1
"pan_cancer","TET2","WGD","CNA_driver",2,9,0.222222222222222
"pan_cancer","TET2","WGD","M",1,9,0.111111111111111
"pan_cancer","TET2","WGD","WT",6,9,0.666666666666667
"pan_cancer","TET2","Classic","M",1,1,1
"pan_cancer","TFAP4","WGD","WT",6,6,1
"pan_cancer","TFAP4","Classic","WT",9,9,1
"pan_cancer","TFG","WGD","WT",33,33,1
"pan_cancer","TFG","HM","WT",6,6,1
"pan_cancer","TFG","Classic","WT",3,3,1
"pan_cancer","TFRC","WGD","WT",21,21,1
"pan_cancer","TFRC","HM","WT",1,1,1
"pan_cancer","TFRC","Classic","WT",2,2,1
"pan_cancer","TGFBR1","WGD","WT",9,9,1
"pan_cancer","TGFBR1","HM","WT",3,3,1
"pan_cancer","TGFBR2","WGD","CNA_driver",6,62,0.0967741935483871
"pan_cancer","TGFBR2","WGD","M",2,62,0.032258064516129
"pan_cancer","TGFBR2","WGD","WT",54,62,0.870967741935484
"pan_cancer","TGFBR2","HM","CNA_driver",1,7,0.142857142857143
"pan_cancer","TGFBR2","HM","M",1,7,0.142857142857143
"pan_cancer","TGFBR2","HM","WT",5,7,0.714285714285714
"pan_cancer","TGFBR2","Classic","CNA_driver",2,10,0.2
"pan_cancer","TGFBR2","Classic","M",3,10,0.3
"pan_cancer","TGFBR2","Classic","WT",5,10,0.5
"pan_cancer","TMEM107","Classic","M",2,2,1
"pan_cancer","TMEM127","HM","M",1,1,1
"pan_cancer","TMEM30A","HM","M",1,1,1
"pan_cancer","TMEM30A","Classic","M",4,4,1
"pan_cancer","TMPRSS2","WGD","WT",4,4,1
"pan_cancer","TMSB4X","Classic","CNA_driver",1,1,1
"pan_cancer","TNC","WGD","WT",19,19,1
"pan_cancer","TNC","Classic","WT",1,1,1
"pan_cancer","TNFAIP3","WGD","WT",1,1,1
"pan_cancer","TNFAIP3","Classic","CNA_driver",1,2,0.5
"pan_cancer","TNFAIP3","Classic","M",1,2,0.5
"pan_cancer","TNFRSF14","WGD","WT",7,7,1
"pan_cancer","TNFRSF14","Classic","M",7,8,0.875
"pan_cancer","TNFRSF14","Classic","WT",1,8,0.125
"pan_cancer","TOB1","WGD","M",1,1,1
"pan_cancer","TOB1","HM","M",1,1,1
"pan_cancer","TOB1","Classic","M",2,2,1
"pan_cancer","TOP1","WGD","WT",22,22,1
"pan_cancer","TOP1","HM","WT",4,4,1
"pan_cancer","TOP1","Classic","WT",9,9,1
"pan_cancer","TOP2A","WGD","WT",1,1,1
"pan_cancer","TP53","WGD","CNA_driver",13,253,0.0513833992094862
"pan_cancer","TP53","WGD","M",157,253,0.620553359683794
"pan_cancer","TP53","WGD","WT",83,253,0.328063241106719
"pan_cancer","TP53","HM","CNA_driver",4,36,0.111111111111111
"pan_cancer","TP53","HM","M",30,36,0.833333333333333
"pan_cancer","TP53","HM","WT",2,36,0.0555555555555556
"pan_cancer","TP53","Classic","CNA_driver",17,170,0.1
"pan_cancer","TP53","Classic","M",149,170,0.876470588235294
"pan_cancer","TP53","Classic","WT",4,170,0.0235294117647059
"pan_cancer","TP63","WGD","WT",20,20,1
"pan_cancer","TP63","HM","WT",1,1,1
"pan_cancer","TP63","Classic","WT",5,5,1
"pan_cancer","TPR","WGD","WT",17,17,1
"pan_cancer","TPR","HM","WT",8,8,1
"pan_cancer","TPR","Classic","WT",52,52,1
"pan_cancer","TRAF3","Classic","CNA_driver",1,1,1
"pan_cancer","TRAF7","WGD","CNA_driver",1,1,1
"pan_cancer","TRIB3","WGD","CI_M",4,4,1
"pan_cancer","TRIB3","HM","CI_M",2,2,1
"pan_cancer","TRIM24","WGD","WT",14,14,1
"pan_cancer","TRIM24","HM","WT",8,8,1
"pan_cancer","TRIM24","Classic","WT",3,3,1
"pan_cancer","TRIM33","WGD","WT",5,5,1
"pan_cancer","TRIM49C","WGD","WT",2,2,1
"pan_cancer","TRIM49C","HM","WT",1,1,1
"pan_cancer","TRIM49C","Classic","WT",1,1,1
"pan_cancer","TRIP11","WGD","WT",1,1,1
"pan_cancer","TRIP12","Classic","M",1,1,1
"pan_cancer","TRRAP","WGD","WT",20,20,1
"pan_cancer","TRRAP","HM","M",1,4,0.25
"pan_cancer","TRRAP","HM","WT",3,4,0.75
"pan_cancer","TRRAP","Classic","M",2,17,0.117647058823529
"pan_cancer","TRRAP","Classic","WT",15,17,0.882352941176471
"pan_cancer","TSC1","WGD","M",1,49,0.0204081632653061
"pan_cancer","TSC1","WGD","WT",48,49,0.979591836734694
"pan_cancer","TSC1","HM","CNA_driver",1,3,0.333333333333333
"pan_cancer","TSC1","HM","WT",2,3,0.666666666666667
"pan_cancer","TSC1","Classic","CNA_driver",1,13,0.0769230769230769
"pan_cancer","TSC1","Classic","M",3,13,0.230769230769231
