"IntoGen_cancer_type","gene","class","event","n","class_total","prop"
"pan_cancer","FBLN2","WGD","WT",100,100,1
"pan_cancer","FBLN2","HM","WT",12,12,1
"pan_cancer","FBLN2","Classic","WT",16,16,1
"pan_cancer","FBXO11","WGD","WT",5,5,1
"pan_cancer","FBXO11","HM","WT",1,1,1
"pan_cancer","FBXO11","Classic","M",6,10,0.6
"pan_cancer","FBXO11","Classic","WT",4,10,0.4
"pan_cancer","FBXW7","WGD","M",2,87,0.0229885057471264
"pan_cancer","FBXW7","WGD","WT",85,87,0.977011494252874
"pan_cancer","FBXW7","HM","CNA_driver",1,7,0.142857142857143
"pan_cancer","FBXW7","HM","M",1,7,0.142857142857143
"pan_cancer","FBXW7","HM","WT",5,7,0.714285714285714
"pan_cancer","FBXW7","Classic","M",4,15,0.266666666666667
"pan_cancer","FBXW7","Classic","WT",11,15,0.733333333333333
"pan_cancer","FCGR2B","Classic","WT",1,1,1
"pan_cancer","FCRL4","WGD","WT",31,31,1
"pan_cancer","FCRL4","HM","WT",1,1,1
"pan_cancer","FCRL4","Classic","WT",30,30,1
"pan_cancer","FGFR1","WGD","WT",17,17,1
"pan_cancer","FGFR1","HM","CNA_driver",1,2,0.5
"pan_cancer","FGFR1","HM","WT",1,2,0.5
"pan_cancer","FGFR1","Classic","M",2,2,1
"pan_cancer","FGFR2","WGD","M",2,21,0.0952380952380952
"pan_cancer","FGFR2","WGD","WT",19,21,0.904761904761905
"pan_cancer","FGFR2","Classic","WT",6,6,1
"pan_cancer","FGFR3","WGD","WT",2,2,1
"pan_cancer","FLCN","WGD","CNA_driver",1,2,0.5
"pan_cancer","FLCN","WGD","WT",1,2,0.5
"pan_cancer","FLT4","WGD","M",1,28,0.0357142857142857
"pan_cancer","FLT4","WGD","WT",27,28,0.964285714285714
"pan_cancer","FLT4","HM","WT",11,11,1
"pan_cancer","FLT4","Classic","WT",38,38,1
"pan_cancer","FMN2","WGD","WT",29,29,1
"pan_cancer","FMN2","Classic","WT",27,27,1
"pan_cancer","FOXA1","WGD","M",3,40,0.075
"pan_cancer","FOXA1","WGD","WT",37,40,0.925
"pan_cancer","FOXA1","HM","M",1,6,0.166666666666667
"pan_cancer","FOXA1","HM","WT",5,6,0.833333333333333
"pan_cancer","FOXA1","Classic","M",4,5,0.8
"pan_cancer","FOXA1","Classic","WT",1,5,0.2
"pan_cancer","FOXA2","WGD","WT",1,1,1
"pan_cancer","FOXL2","WGD","WT",9,9,1
"pan_cancer","FOXL2","HM","WT",4,4,1
"pan_cancer","FOXL2","Classic","WT",2,2,1
"pan_cancer","FOXO1","WGD","WT",6,6,1
"pan_cancer","FOXO1","HM","WT",1,1,1
"pan_cancer","FOXO1","Classic","M",5,5,1
"pan_cancer","FOXO3","WGD","WT",6,6,1
"pan_cancer","FOXO3","HM","WT",1,1,1
"pan_cancer","FOXO3","Classic","WT",3,3,1
"pan_cancer","FOXP1","WGD","WT",35,35,1
"pan_cancer","FOXP1","Classic","WT",1,1,1
"pan_cancer","FUBP1","WGD","M",1,24,0.0416666666666667
"pan_cancer","FUBP1","WGD","WT",23,24,0.958333333333333
"pan_cancer","FUBP1","Classic","M",1,2,0.5
"pan_cancer","FUBP1","Classic","WT",1,2,0.5
"pan_cancer","FUS","WGD","WT",22,22,1
"pan_cancer","FUS","HM","WT",1,1,1
"pan_cancer","FUS","Classic","WT",2,2,1
"pan_cancer","GATA2","Classic","WT",1,1,1
"pan_cancer","GATA3","WGD","M",1,13,0.0769230769230769
"pan_cancer","GATA3","WGD","WT",12,13,0.923076923076923
"pan_cancer","GATA3","HM","WT",1,1,1
"pan_cancer","GATA3","Classic","M",6,6,1
"pan_cancer","GMPS","WGD","WT",31,31,1
"pan_cancer","GMPS","HM","WT",5,5,1
"pan_cancer","GMPS","Classic","WT",4,4,1
"pan_cancer","GNA11","WGD","WT",17,17,1
"pan_cancer","GNA11","Classic","WT",1,1,1
"pan_cancer","GNA13","WGD","M",2,4,0.5
"pan_cancer","GNA13","WGD","WT",2,4,0.5
"pan_cancer","GNA13","HM","CNA_driver",1,1,1
"pan_cancer","GNA13","Classic","M",3,3,1
"pan_cancer","GNAI2","WGD","M",1,8,0.125
"pan_cancer","GNAI2","WGD","WT",7,8,0.875
"pan_cancer","GNAI2","Classic","M",7,8,0.875
"pan_cancer","GNAI2","Classic","WT",1,8,0.125
"pan_cancer","GNAQ","WGD","WT",30,30,1
"pan_cancer","GNAQ","HM","WT",1,1,1
"pan_cancer","GNAQ","Classic","WT",2,2,1
"pan_cancer","GNAS","WGD","M",5,87,0.0574712643678161
"pan_cancer","GNAS","WGD","WT",82,87,0.942528735632184
"pan_cancer","GNAS","HM","WT",15,15,1
"pan_cancer","GNAS","Classic","M",4,39,0.102564102564103
"pan_cancer","GNAS","Classic","WT",35,39,0.897435897435897
"pan_cancer","GNG2","Classic","M",1,1,1
"pan_cancer","GPAA1","WGD","WT",1,1,1
"pan_cancer","GPC5","WGD","WT",22,22,1
"pan_cancer","GPC5","HM","WT",6,6,1
"pan_cancer","GPS2","Classic","M",1,1,1
"pan_cancer","GPSM2","Classic","M",1,1,1
"pan_cancer","GRB2","WGD","M",1,1,1
"pan_cancer","GRB2","Classic","M",1,1,1
"pan_cancer","GRIN2A","WGD","WT",6,6,1
"pan_cancer","GRM3","WGD","WT",18,18,1
"pan_cancer","GRM3","HM","WT",2,2,1
"pan_cancer","GRM3","Classic","WT",6,6,1
"pan_cancer","GSK3B","WGD","WT",2,2,1
"pan_cancer","H3F3A","Classic","M",1,1,1
"pan_cancer","HDAC2","Classic","M",1,1,1
"pan_cancer","HES1","WGD","M",1,1,1
"pan_cancer","HES1","Classic","M",2,2,1
"pan_cancer","HIP1","WGD","WT",3,3,1
"pan_cancer","HIP1","Classic","WT",4,4,1
"pan_cancer","HIST1H2AG","WGD","M",1,1,1
"pan_cancer","HIST1H2AG","Classic","M",4,4,1
"pan_cancer","HIST1H3I","Classic","M",1,1,1
"pan_cancer","HLA-A","WGD","M",3,35,0.0857142857142857
"pan_cancer","HLA-A","WGD","WT",32,35,0.914285714285714
"pan_cancer","HLA-A","HM","WT",7,7,1
"pan_cancer","HLA-A","Classic","M",2,15,0.133333333333333
"pan_cancer","HLA-A","Classic","WT",13,15,0.866666666666667
"pan_cancer","HLA-B","WGD","M",2,16,0.125
"pan_cancer","HLA-B","WGD","WT",14,16,0.875
"pan_cancer","HLA-B","HM","M",1,4,0.25
"pan_cancer","HLA-B","HM","WT",3,4,0.75
"pan_cancer","HLA-B","Classic","M",3,5,0.6
"pan_cancer","HLA-B","Classic","WT",2,5,0.4
"pan_cancer","HLA-C","WGD","WT",1,1,1
"pan_cancer","HNF1A","WGD","WT",26,26,1
"pan_cancer","HNF1A","HM","WT",2,2,1
"pan_cancer","HNF1A","Classic","WT",5,5,1
"pan_cancer","HNF4A","WGD","M",1,1,1
"pan_cancer","HNF4A","HM","M",1,1,1
"pan_cancer","HNRNPA2B1","WGD","WT",19,19,1
"pan_cancer","HNRNPA2B1","HM","WT",8,8,1
"pan_cancer","HNRNPA2B1","Classic","WT",19,19,1
"pan_cancer","HOXC13","WGD","WT",20,20,1
"pan_cancer","HOXC13","Classic","WT",3,3,1
"pan_cancer","HRAS","WGD","WT",33,33,1
"pan_cancer","HRAS","HM","WT",6,6,1
"pan_cancer","HSP90AA1","WGD","WT",17,17,1
"pan_cancer","HSP90AA1","HM","WT",1,1,1
"pan_cancer","HSP90AA1","Classic","WT",1,1,1
"pan_cancer","HSP90AB1","WGD","WT",18,18,1
"pan_cancer","HSP90AB1","HM","WT",3,3,1
"pan_cancer","HSP90AB1","Classic","WT",11,11,1
"pan_cancer","HSPA8","Classic","M",2,2,1
"pan_cancer","HSPG2","WGD","WT",2,2,1
"pan_cancer","ID3","WGD","WT",7,7,1
"pan_cancer","ID3","Classic","WT",4,4,1
"pan_cancer","IDH1","WGD","WT",74,74,1
"pan_cancer","IDH1","HM","WT",7,7,1
"pan_cancer","IDH1","Classic","M",4,13,0.307692307692308
"pan_cancer","IDH1","Classic","WT",9,13,0.692307692307692
"pan_cancer","IDH2","WGD","WT",16,16,1
"pan_cancer","IDH2","Classic","M",1,1,1
"pan_cancer","IGF2R","WGD","M",2,2,1
"pan_cancer","IKZF3","WGD","WT",4,4,1
"pan_cancer","IL6ST","WGD","WT",31,31,1
"pan_cancer","IL6ST","HM","WT",9,9,1
"pan_cancer","IL6ST","Classic","WT",11,11,1
"pan_cancer","IL7R","WGD","WT",32,32,1
"pan_cancer","IL7R","HM","WT",14,14,1
"pan_cancer","IL7R","Classic","WT",16,16,1
"pan_cancer","ING1","Classic","M",1,1,1
"pan_cancer","INPPL1","WGD","M",1,2,0.5
"pan_cancer","INPPL1","WGD","WT",1,2,0.5
"pan_cancer","INPPL1","Classic","CNA_driver",1,2,0.5
"pan_cancer","INPPL1","Classic","M",1,2,0.5
"pan_cancer","IRF1","HM","M",1,1,1
"pan_cancer","IRF1","Classic","M",1,1,1
"pan_cancer","IRF2","Classic","M",1,1,1
"pan_cancer","IRF4","WGD","WT",5,5,1
"pan_cancer","IRF4","Classic","WT",15,15,1
"pan_cancer","IRF8","WGD","M",2,2,1
"pan_cancer","ITGAV","WGD","WT",2,2,1
"pan_cancer","ITGAV","HM","WT",1,1,1
"pan_cancer","JAK1","WGD","WT",56,56,1
"pan_cancer","JAK1","HM","WT",2,2,1
"pan_cancer","JAK1","Classic","WT",1,1,1
"pan_cancer","JAK2","WGD","WT",13,13,1
"pan_cancer","JAK2","HM","WT",1,1,1
"pan_cancer","JAK2","Classic","WT",1,1,1
"pan_cancer","KAT6A","WGD","WT",8,8,1
"pan_cancer","KAT6A","HM","WT",4,4,1
"pan_cancer","KAT6B","WGD","WT",32,32,1
"pan_cancer","KAT6B","HM","WT",7,7,1
"pan_cancer","KAT6B","Classic","WT",2,2,1
"pan_cancer","KAT7","WGD","WT",2,2,1
"pan_cancer","KBTBD4","Classic","M",2,2,1
"pan_cancer","KDM3B","WGD","WT",5,5,1
"pan_cancer","KDM3B","Classic","WT",4,4,1
"pan_cancer","KDM5C","Classic","CNA_driver",4,4,1
"pan_cancer","KDM6A","WGD","CNA_driver",1,1,1
"pan_cancer","KDM6A","Classic","CNA_driver",3,3,1
"pan_cancer","KDR","WGD","M",1,23,0.0434782608695652
"pan_cancer","KDR","WGD","WT",22,23,0.956521739130435
"pan_cancer","KDR","HM","WT",1,1,1
"pan_cancer","KDR","Classic","WT",3,3,1
"pan_cancer","KEAP1","WGD","M",2,29,0.0689655172413793
"pan_cancer","KEAP1","WGD","WT",27,29,0.931034482758621
"pan_cancer","KEAP1","HM","M",1,3,0.333333333333333
"pan_cancer","KEAP1","HM","WT",2,3,0.666666666666667
"pan_cancer","KEAP1","Classic","M",2,4,0.5
"pan_cancer","KEAP1","Classic","WT",2,4,0.5
"pan_cancer","KIF11","WGD","CI_M",28,28,1
"pan_cancer","KIF11","HM","CI_M",1,1,1
"pan_cancer","KIF11","Classic","CI_M",1,1,1
"pan_cancer","KIF18A","WGD","CI_M",41,41,1
"pan_cancer","KIF18A","HM","CI_M",6,6,1
"pan_cancer","KIF18A","Classic","CI_M",3,3,1
"pan_cancer","KIF18B","WGD","CI_M",18,18,1
"pan_cancer","KIF18B","HM","CI_M",1,1,1
"pan_cancer","KIF18B","Classic","CI_M",3,3,1
"pan_cancer","KIF2A","WGD","CI_M",82,82,1
"pan_cancer","KIF2A","HM","CI_M",12,12,1
"pan_cancer","KIF2A","Classic","CI_M",17,17,1
"pan_cancer","KIF2B","WGD","CI_M",9,9,1
"pan_cancer","KIF2B","Classic","CI_M",4,4,1
"pan_cancer","KIF2C","WGD","CI_M",15,15,1
"pan_cancer","KIF2C","HM","CI_M",1,1,1
"pan_cancer","KIF2C","Classic","CI_M",1,1,1
"pan_cancer","KIF5B","WGD","WT",1,1,1
"pan_cancer","KIT","WGD","CNA_driver",1,27,0.037037037037037
"pan_cancer","KIT","WGD","M",1,27,0.037037037037037
"pan_cancer","KIT","WGD","WT",25,27,0.925925925925926
"pan_cancer","KIT","HM","WT",1,1,1
"pan_cancer","KIT","Classic","M",2,2,1
"pan_cancer","KLF4","WGD","WT",46,46,1
"pan_cancer","KLF4","HM","WT",3,3,1
"pan_cancer","KLF4","Classic","WT",5,5,1
"pan_cancer","KLF6","WGD","WT",14,14,1
"pan_cancer","KLF6","HM","WT",1,1,1
"pan_cancer","KLF6","Classic","M",2,2,1
"pan_cancer","KLHL6","WGD","M",2,8,0.25
"pan_cancer","KLHL6","WGD","WT",6,8,0.75
"pan_cancer","KLHL6","HM","WT",1,1,1
"pan_cancer","KLHL6","Classic","M",4,10,0.4
"pan_cancer","KLHL6","Classic","WT",6,10,0.6
"pan_cancer","KMT2A","WGD","WT",89,89,1
"pan_cancer","KMT2A","HM","WT",14,14,1
"pan_cancer","KMT2A","Classic","WT",7,7,1
"pan_cancer","KMT2B","WGD","WT",18,18,1
"pan_cancer","KMT2B","HM","WT",3,3,1
"pan_cancer","KMT2B","Classic","WT",8,8,1
"pan_cancer","KMT2C","WGD","M",1,155,0.00645161290322581
"pan_cancer","KMT2C","WGD","WT",154,155,0.993548387096774
"pan_cancer","KMT2C","HM","WT",32,32,1
"pan_cancer","KMT2C","Classic","M",11,76,0.144736842105263
"pan_cancer","KMT2C","Classic","WT",65,76,0.855263157894737
"pan_cancer","KMT2D","WGD","M",4,180,0.0222222222222222
"pan_cancer","KMT2D","WGD","WT",176,180,0.977777777777778
"pan_cancer","KMT2D","HM","M",2,13,0.153846153846154
"pan_cancer","KMT2D","HM","WT",11,13,0.846153846153846
"pan_cancer","KMT2D","Classic","M",32,62,0.516129032258065
"pan_cancer","KMT2D","Classic","WT",30,62,0.483870967741935
"pan_cancer","KRAS","WGD","CNA_driver",2,180,0.0111111111111111
"pan_cancer","KRAS","WGD","M",37,180,0.205555555555556
"pan_cancer","KRAS","WGD","WT",141,180,0.783333333333333
"pan_cancer","KRAS","HM","M",5,12,0.416666666666667
"pan_cancer","KRAS","HM","WT",7,12,0.583333333333333
"pan_cancer","KRAS","Classic","M",74,89,0.831460674157303
"pan_cancer","KRAS","Classic","WT",15,89,0.168539325842697
"pan_cancer","LATS1","WGD","M",2,68,0.0294117647058824
"pan_cancer","LATS1","WGD","WT",66,68,0.970588235294118
"pan_cancer","LATS1","HM","WT",5,5,1
"pan_cancer","LATS1","Classic","M",1,7,0.142857142857143
"pan_cancer","LATS1","Classic","WT",6,7,0.857142857142857
"pan_cancer","LDB1","WGD","WT",6,6,1
"pan_cancer","LDB1","Classic","M",1,2,0.5
"pan_cancer","LDB1","Classic","WT",1,2,0.5
"pan_cancer","LEF1","WGD","WT",24,24,1
"pan_cancer","LEF1","HM","WT",2,2,1
"pan_cancer","LIFR","WGD","WT",20,20,1
"pan_cancer","LIFR","HM","WT",2,2,1
"pan_cancer","LPA","WGD","WT",36,36,1
"pan_cancer","LPA","HM","WT",2,2,1
"pan_cancer","LPA","Classic","WT",3,3,1
"pan_cancer","LRIG3","WGD","WT",4,4,1
"pan_cancer","LRP1B","WGD","WT",162,162,1
"pan_cancer","LRP1B","HM","WT",15,15,1
"pan_cancer","LRP1B","Classic","WT",12,12,1
"pan_cancer","LRPPRC","Classic","M",1,1,1
"pan_cancer","LSM14A","WGD","WT",1,1,1
"pan_cancer","LSM14A","Classic","WT",1,1,1
"pan_cancer","LZTR1","WGD","WT",30,30,1
"pan_cancer","LZTR1","HM","WT",3,3,1
"pan_cancer","LZTR1","Classic","WT",5,5,1
"pan_cancer","MACF1","Classic","M",1,1,1
"pan_cancer","MAD2L2","WGD","CI_M",5,5,1
"pan_cancer","MAD2L2","Classic","CI_M",1,1,1
"pan_cancer","MAP2K1","WGD","M",1,28,0.0357142857142857
"pan_cancer","MAP2K1","WGD","WT",27,28,0.964285714285714
"pan_cancer","MAP2K1","HM","WT",2,2,1
"pan_cancer","MAP2K1","Classic","M",2,3,0.666666666666667
"pan_cancer","MAP2K1","Classic","WT",1,3,0.333333333333333
"pan_cancer","MAP2K4","WGD","CNA_driver",10,103,0.0970873786407767
"pan_cancer","MAP2K4","WGD","M",4,103,0.0388349514563107
"pan_cancer","MAP2K4","WGD","WT",89,103,0.864077669902913
"pan_cancer","MAP2K4","HM","CNA_driver",1,2,0.5
"pan_cancer","MAP2K4","HM","M",1,2,0.5
"pan_cancer","MAP2K4","Classic","CNA_driver",12,20,0.6
"pan_cancer","MAP2K4","Classic","M",3,20,0.15
"pan_cancer","MAP2K4","Classic","WT",5,20,0.25
"pan_cancer","MAP2K7","WGD","M",1,3,0.333333333333333
"pan_cancer","MAP2K7","WGD","WT",2,3,0.666666666666667
"pan_cancer","MAP2K7","Classic","M",1,1,1
"pan_cancer","MAP3K1","WGD","M",4,48,0.0833333333333333
"pan_cancer","MAP3K1","WGD","WT",44,48,0.916666666666667
"pan_cancer","MAP3K1","HM","WT",11,11,1
"pan_cancer","MAP3K1","Classic","CNA_driver",2,25,0.08
"pan_cancer","MAP3K1","Classic","M",5,25,0.2
"pan_cancer","MAP3K1","Classic","WT",18,25,0.72
"pan_cancer","MAPK1","WGD","WT",18,18,1
"pan_cancer","MAPK1","HM","WT",3,3,1
"pan_cancer","MAPK1","Classic","WT",5,5,1
"pan_cancer","MARK2","WGD","WT",44,44,1
"pan_cancer","MAX","WGD","WT",24,24,1
"pan_cancer","MB21D2","Classic","WT",3,3,1
"pan_cancer","MCC","Classic","M",1,1,1
"pan_cancer","MCL1","WGD","M",1,1,1
"pan_cancer","MCL1","HM","M",2,2,1
"pan_cancer","MCL1","Classic","M",4,4,1
"pan_cancer","MDGA2","WGD","WT",21,21,1
"pan_cancer","MDGA2","HM","WT",1,1,1
"pan_cancer","MDGA2","Classic","WT",2,2,1
"pan_cancer","MDM2","WGD","CNA_driver",5,5,1
"pan_cancer","MECOM","WGD","CNA_driver",2,60,0.0333333333333333
"pan_cancer","MECOM","WGD","WT",58,60,0.966666666666667
"pan_cancer","MECOM","HM","CNA_driver",2,9,0.222222222222222
"pan_cancer","MECOM","HM","WT",7,9,0.777777777777778
"pan_cancer","MECOM","Classic","WT",9,9,1
"pan_cancer","MED23","WGD","WT",10,10,1
"pan_cancer","MED23","HM","WT",1,1,1
"pan_cancer","MED23","Classic","WT",1,1,1
"pan_cancer","MEF2B","WGD","M",1,5,0.2
"pan_cancer","MEF2B","WGD","WT",4,5,0.8
"pan_cancer","MEF2B","Classic","M",4,6,0.666666666666667
"pan_cancer","MEF2B","Classic","WT",2,6,0.333333333333333
"pan_cancer","MEN1","WGD","CNA_driver",1,49,0.0204081632653061
"pan_cancer","MEN1","WGD","M",7,49,0.142857142857143
"pan_cancer","MEN1","WGD","WT",41,49,0.836734693877551
"pan_cancer","MEN1","HM","M",1,6,0.166666666666667
"pan_cancer","MEN1","HM","WT",5,6,0.833333333333333
"pan_cancer","MEN1","Classic","CNA_driver",2,7,0.285714285714286
"pan_cancer","MEN1","Classic","M",5,7,0.714285714285714
"pan_cancer","MET","WGD","CNA_driver",3,22,0.136363636363636
"pan_cancer","MET","WGD","WT",19,22,0.863636363636364
"pan_cancer","MET","HM","CNA_driver",1,4,0.25
"pan_cancer","MET","HM","WT",3,4,0.75
"pan_cancer","MET","Classic","WT",11,11,1
"pan_cancer","MGA","WGD","WT",19,19,1
"pan_cancer","MGA","HM","WT",2,2,1
"pan_cancer","MGA","Classic","M",4,4,1
"pan_cancer","MIB2","WGD","WT",1,1,1
"pan_cancer","MIB2","Classic","WT",2,2,1
"pan_cancer","MLH1","Classic","M",1,1,1
"pan_cancer","MLLT3","WGD","WT",16,16,1
"pan_cancer","MLLT3","HM","WT",2,2,1
"pan_cancer","MLLT3","Classic","WT",2,2,1
"pan_cancer","MPL","WGD","WT",2,2,1
"pan_cancer","MPL","Classic","WT",1,1,1
"pan_cancer","MTG2","WGD","M",1,1,1
"pan_cancer","MTG2","Classic","M",1,1,1
"pan_cancer","MTOR","WGD","M",1,63,0.0158730158730159
"pan_cancer","MTOR","WGD","WT",62,63,0.984126984126984
"pan_cancer","MTOR","HM","WT",1,1,1
"pan_cancer","MTOR","Classic","M",3,4,0.75
"pan_cancer","MTOR","Classic","WT",1,4,0.25
"pan_cancer","MUC4","HM","M",1,1,1
"pan_cancer","MUC6","WGD","WT",23,23,1
"pan_cancer","MUC6","HM","WT",4,4,1
"pan_cancer","MUC6","Classic","WT",4,4,1
"pan_cancer","MUTYH","Classic","M",1,1,1
"pan_cancer","MXD1","WGD","CI_M",23,23,1
"pan_cancer","MXD1","HM","CI_M",2,2,1
"pan_cancer","MXD1","Classic","CI_M",2,2,1
"pan_cancer","MYC","WGD","CNA_driver",15,19,0.789473684210526
"pan_cancer","MYC","WGD","M",2,19,0.105263157894737
"pan_cancer","MYC","WGD","WT",2,19,0.105263157894737
"pan_cancer","MYC","HM","CNA_driver",4,4,1
"pan_cancer","MYC","Classic","CNA_driver",4,18,0.222222222222222
"pan_cancer","MYC","Classic","M",5,18,0.277777777777778
"pan_cancer","MYC","Classic","WT",9,18,0.5
"pan_cancer","MYCN","WGD","CNA_driver",1,7,0.142857142857143
"pan_cancer","MYCN","WGD","WT",6,7,0.857142857142857
"pan_cancer","MYCN","HM","WT",1,1,1
"pan_cancer","MYCN","Classic","CNA_driver",1,1,1
"pan_cancer","MYD88","WGD","M",1,7,0.142857142857143
"pan_cancer","MYD88","WGD","WT",6,7,0.857142857142857
"pan_cancer","MYD88","HM","M",1,1,1
"pan_cancer","MYD88","Classic","M",4,7,0.571428571428571
"pan_cancer","MYD88","Classic","WT",3,7,0.428571428571429
"pan_cancer","MYEOV","WGD","WT",11,11,1
"pan_cancer","MYEOV","HM","WT",8,8,1
"pan_cancer","MYH11","WGD","WT",57,57,1
"pan_cancer","MYH11","HM","WT",5,5,1
"pan_cancer","MYH11","Classic","WT",9,9,1
"pan_cancer","MYH9","WGD","M",1,54,0.0185185185185185
"pan_cancer","MYH9","WGD","WT",53,54,0.981481481481482
"pan_cancer","MYH9","HM","WT",3,3,1
"pan_cancer","MYH9","Classic","WT",1,1,1
"pan_cancer","MYO5A","WGD","WT",52,52,1
"pan_cancer","MYO5A","HM","WT",4,4,1
"pan_cancer","MYO5A","Classic","WT",12,12,1
"pan_cancer","N4BP2","WGD","WT",27,27,1
"pan_cancer","N4BP2","HM","WT",4,4,1
"pan_cancer","N4BP2","Classic","WT",6,6,1
"pan_cancer","NACA","WGD","WT",32,32,1
"pan_cancer","NACA","Classic","WT",1,1,1
"pan_cancer","NBEA","WGD","WT",70,70,1
"pan_cancer","NBEA","HM","WT",10,10,1
"pan_cancer","NBEA","Classic","WT",7,7,1
"pan_cancer","NBN","Classic","M",1,1,1
"pan_cancer","NCOA1","WGD","WT",40,40,1
"pan_cancer","NCOA1","Classic","WT",1,1,1
"pan_cancer","NCOA2","WGD","WT",9,9,1
"pan_cancer","NCOA2","HM","WT",9,9,1
"pan_cancer","NCOA2","Classic","WT",2,2,1
"pan_cancer","NCOR1","WGD","CNA_driver",2,37,0.0540540540540541
"pan_cancer","NCOR1","WGD","M",1,37,0.027027027027027
"pan_cancer","NCOR1","WGD","WT",34,37,0.918918918918919
"pan_cancer","NCOR1","Classic","CNA_driver",6,8,0.75
"pan_cancer","NCOR1","Classic","WT",2,8,0.25
"pan_cancer","NCOR2","WGD","WT",64,64,1
"pan_cancer","NCOR2","HM","WT",19,19,1
"pan_cancer","NCOR2","Classic","WT",8,8,1
"pan_cancer","NF1","WGD","CNA_driver",6,90,0.0666666666666667
"pan_cancer","NF1","WGD","M",4,90,0.0444444444444444
"pan_cancer","NF1","WGD","WT",80,90,0.888888888888889
"pan_cancer","NF1","HM","CNA_driver",3,5,0.6
"pan_cancer","NF1","HM","WT",2,5,0.4
"pan_cancer","NF1","Classic","CNA_driver",6,30,0.2
"pan_cancer","NF1","Classic","M",8,30,0.266666666666667
"pan_cancer","NF1","Classic","WT",16,30,0.533333333333333
"pan_cancer","NF2","WGD","M",1,83,0.0120481927710843
"pan_cancer","NF2","WGD","WT",82,83,0.987951807228916
"pan_cancer","NF2","HM","WT",7,7,1
"pan_cancer","NF2","Classic","CNA_driver",1,14,0.0714285714285714
"pan_cancer","NF2","Classic","WT",13,14,0.928571428571429
"pan_cancer","NFATC2","WGD","WT",37,37,1
"pan_cancer","NFATC2","HM","WT",3,3,1
"pan_cancer","NFATC2","Classic","WT",10,10,1
"pan_cancer","NFE2L2","WGD","WT",45,45,1
"pan_cancer","NFE2L2","HM","M",1,6,0.166666666666667
"pan_cancer","NFE2L2","HM","WT",5,6,0.833333333333333
"pan_cancer","NFE2L2","Classic","M",6,10,0.6
"pan_cancer","NFE2L2","Classic","WT",4,10,0.4
"pan_cancer","NFKBIA","WGD","WT",6,6,1
"pan_cancer","NFKBIA","HM","WT",2,2,1
"pan_cancer","NFKBIA","Classic","WT",1,1,1
"pan_cancer","NFKBIE","WGD","WT",7,7,1
"pan_cancer","NFKBIE","Classic","M",2,11,0.181818181818182
"pan_cancer","NFKBIE","Classic","WT",9,11,0.818181818181818
"pan_cancer","NFKBIZ","HM","M",1,1,1
"pan_cancer","NFKBIZ","Classic","M",3,3,1
"pan_cancer","NIN","WGD","WT",2,2,1
"pan_cancer","NOTCH1","WGD","M",2,71,0.028169014084507
"pan_cancer","NOTCH1","WGD","WT",69,71,0.971830985915493
"pan_cancer","NOTCH1","HM","M",1,6,0.166666666666667
"pan_cancer","NOTCH1","HM","WT",5,6,0.833333333333333
"pan_cancer","NOTCH1","Classic","M",4,17,0.235294117647059
"pan_cancer","NOTCH1","Classic","WT",13,17,0.764705882352941
"pan_cancer","NOTCH2","WGD","CNA_driver",2,58,0.0344827586206897
"pan_cancer","NOTCH2","WGD","M",2,58,0.0344827586206897
"pan_cancer","NOTCH2","WGD","WT",54,58,0.931034482758621
"pan_cancer","NOTCH2","HM","WT",1,1,1
"pan_cancer","NOTCH2","Classic","CNA_driver",1,11,0.0909090909090909
"pan_cancer","NOTCH2","Classic","M",3,11,0.272727272727273
"pan_cancer","NOTCH2","Classic","WT",7,11,0.636363636363636
"pan_cancer","NPM1","WGD","WT",23,23,1
"pan_cancer","NPM1","HM","WT",9,9,1
"pan_cancer","NPM1","Classic","WT",15,15,1
"pan_cancer","NRAS","WGD","M",6,81,0.0740740740740741
"pan_cancer","NRAS","WGD","WT",75,81,0.925925925925926
"pan_cancer","NRAS","HM","M",1,3,0.333333333333333
"pan_cancer","NRAS","HM","WT",2,3,0.666666666666667
"pan_cancer","NRAS","Classic","M",9,12,0.75
"pan_cancer","NRAS","Classic","WT",3,12,0.25
"pan_cancer","NRG1","WGD","WT",10,10,1
"pan_cancer","NRG1","HM","WT",6,6,1
"pan_cancer","NRG1","Classic","WT",4,4,1
"pan_cancer","NSD1","WGD","WT",31,31,1
"pan_cancer","NSD1","HM","WT",3,3,1
"pan_cancer","NSD1","Classic","WT",6,6,1
"pan_cancer","NTRK1","WGD","WT",9,9,1
"pan_cancer","NTRK1","HM","WT",3,3,1
"pan_cancer","NTRK1","Classic","WT",12,12,1
"pan_cancer","NTRK2","WGD","WT",5,5,1
"pan_cancer","NTRK2","Classic","WT",5,5,1
"pan_cancer","NUMA1","WGD","WT",22,22,1
"pan_cancer","NUMA1","HM","WT",4,4,1
"pan_cancer","NUMA1","Classic","WT",1,1,1
"pan_cancer","NUP93","Classic","M",1,1,1
"pan_cancer","NUP98","WGD","WT",1,1,1
"pan_cancer","NUTM1","WGD","WT",34,34,1
"pan_cancer","NUTM1","HM","WT",3,3,1
"pan_cancer","NUTM1","Classic","WT",2,2,1
"pan_cancer","NXF1","Classic","CNA_driver",1,2,0.5
"pan_cancer","NXF1","Classic","WT",1,2,0.5
"pan_cancer","PA2G4","Classic","M",1,1,1
